,model,dms_id,accuracy,precision,recall,f1,mcc,n
255,ProSST-20,ACE2_HUMAN_Chan_2020,0.5654520917678812,0.5652565256525652,0.5652565256525652,0.5652565256525652,0.13090400766695376,2223
256,ProSST-128,ACE2_HUMAN_Chan_2020,0.5645524066576698,0.5643564356435643,0.5643564356435643,0.5643564356435643,0.12910463708241326,2223
257,ProSST-512,ACE2_HUMAN_Chan_2020,0.6167341430499326,0.6165616561656165,0.6165616561656165,0.6165616561656165,0.23346813098576044,2223
258,ProSST-1024,ACE2_HUMAN_Chan_2020,0.6023391812865497,0.6021602160216022,0.6021602160216022,0.6021602160216022,0.20467820163311296,2223
259,ProSST-2048,ACE2_HUMAN_Chan_2020,0.5609536662168241,0.5607560756075608,0.5607560756075608,0.5607560756075608,0.1219071547442514,2223
260,ProSST-4096,ACE2_HUMAN_Chan_2020,0.5897435897435898,0.5895589558955896,0.5895589558955896,0.5895589558955896,0.1794870134495464,2223
261,ESCOTT,ACE2_HUMAN_Chan_2020,0.5573549257759784,0.5571557155715572,0.5571557155715572,0.5571557155715572,0.11470967240608954,2223
262,VenusREM,ACE2_HUMAN_Chan_2020,0.573549257759784,0.5733573357335734,0.5733573357335734,0.5733573357335734,0.14709834292781795,2223
263,RSALOR,ACE2_HUMAN_Chan_2020,0.5582546108861899,0.5582655826558266,0.5562556255625563,0.5572587917042381,0.11650836718523333,2223
264,S2F,ACE2_HUMAN_Chan_2020,0.5825461088618983,0.5823582358235824,0.5823582358235824,0.5823582358235824,0.16509204877322264,2223
265,S2F_MSA,ACE2_HUMAN_Chan_2020,0.5753486279802069,0.5751575157515751,0.5751575157515751,0.5751575157515751,0.1506970840968989,2223
266,S3F,ACE2_HUMAN_Chan_2020,0.5906432748538012,0.5904590459045904,0.5904590459045904,0.5904590459045904,0.18128638403408687,2223
267,S3F_MSA,ACE2_HUMAN_Chan_2020,0.5708502024291497,0.5706570657065707,0.5706570657065707,0.5706570657065707,0.14170023117419656,2223
268,SiteRM,ACE2_HUMAN_Chan_2020,0.5717498875393612,0.5715571557155715,0.5715571557155715,0.5715571557155715,0.14349960175873702,2223
269,ESM3,ACE2_HUMAN_Chan_2020,0.6284300494826811,0.6282628262826283,0.6282628262826283,0.6282628262826283,0.25685994858478656,2223
270,ESMC-300M,ACE2_HUMAN_Chan_2020,0.5883940620782726,0.5886075949367089,0.585958595859586,0.5872801082543978,0.17678808047493175,2223
271,ESMC-600M,ACE2_HUMAN_Chan_2020,0.611336032388664,0.6113615870153292,0.6102610261026102,0.6108108108108108,0.2226716387593387,2223
272,xTrimoPGLM-1B-MLM,ACE2_HUMAN_Chan_2020,0.556455240665767,0.5562556255625563,0.5562556255625563,0.5562556255625563,0.11291030182154906,2223
273,xTrimoPGLM-3B-MLM,ACE2_HUMAN_Chan_2020,0.5717498875393612,0.5715571557155715,0.5715571557155715,0.5715571557155715,0.14349960175873702,2223
274,xTrimoPGLM-10B-MLM,ACE2_HUMAN_Chan_2020,0.5582546108861899,0.558055805580558,0.558055805580558,0.558055805580558,0.11650904299063,2223
275,xTrimoPGLM-1B-CLM,ACE2_HUMAN_Chan_2020,0.550157444894287,0.54995499549955,0.54995499549955,0.54995499549955,0.10031470772976578,2223
276,xTrimoPGLM-3B-CLM,ACE2_HUMAN_Chan_2020,0.5366621682411156,0.5364536453645364,0.5364536453645364,0.5364536453645364,0.07332414896165876,2223
277,xTrimoPGLM-7B-CLM,ACE2_HUMAN_Chan_2020,0.5177687809266757,0.5175517551755175,0.5175517551755175,0.5175517551755175,0.03553736668630892,2223
278,xTrimoPGLM-100B-int4,ACE2_HUMAN_Chan_2020,0.5465587044534413,0.5463546354635463,0.5463546354635463,0.5463546354635463,0.09311722539160391,2223
279,Progen3_112m,ACE2_HUMAN_Chan_2020,0.524966261808367,0.5247524752475248,0.5247524752475248,0.5247524752475248,0.04993233136263266,2223
280,Progen3_219m,ACE2_HUMAN_Chan_2020,0.5231668915879443,0.5229522952295229,0.5229522952295229,0.5229522952295229,0.04633359019355173,2223
281,Progen3_339m,ACE2_HUMAN_Chan_2020,0.5258659469185785,0.5256525652565257,0.5256525652565257,0.5256525652565257,0.051731701947173137,2223
282,Progen3_762m,ACE2_HUMAN_Chan_2020,0.5384615384615384,0.5382538253825383,0.5382538253825383,0.5382538253825383,0.07692289013073969,2223
283,Progen3_1b,ACE2_HUMAN_Chan_2020,0.5537561853351327,0.5535553555355536,0.5535553555355536,0.5535553555355536,0.10751219006792766,2223
284,Progen3_3b,ACE2_HUMAN_Chan_2020,0.5663517768780927,0.5661566156615662,0.5661566156615662,0.5661566156615662,0.13270337825149423,2223
285,Site_Independent,ADRB2_HUMAN_Jones_2020,0.6387179487179487,0.6387179487179487,0.6387179487179487,0.6387179487179487,0.2774358974358974,7800
286,EVmutation,ADRB2_HUMAN_Jones_2020,0.6820512820512821,0.6820512820512821,0.6820512820512821,0.6820512820512821,0.3641025641025641,7800
287,DeepSequence_single,ADRB2_HUMAN_Jones_2020,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.41025641025641024,7800
288,DeepSequence_ensemble,ADRB2_HUMAN_Jones_2020,0.7056410256410256,0.7056410256410256,0.7056410256410256,0.7056410256410256,0.4112820512820513,7800
289,EVE_single,ADRB2_HUMAN_Jones_2020,0.6983333333333334,0.6983842010771992,0.6982051282051283,0.6982946531606616,0.3966666797063342,7800
290,EVE_ensemble,ADRB2_HUMAN_Jones_2020,0.7035897435897436,0.7035897435897436,0.7035897435897436,0.7035897435897436,0.40717948717948715,7800
291,Unirep,ADRB2_HUMAN_Jones_2020,0.6817948717948717,0.6817948717948717,0.6817948717948717,0.6817948717948717,0.3635897435897436,7800
292,Unirep_evotune,ADRB2_HUMAN_Jones_2020,0.6982051282051283,0.6982051282051283,0.6982051282051283,0.6982051282051283,0.3964102564102564,7800
293,MSA_Transformer_single,ADRB2_HUMAN_Jones_2020,0.7158974358974359,0.7158974358974359,0.7158974358974359,0.7158974358974359,0.4317948717948718,7800
294,MSA_Transformer_ensemble,ADRB2_HUMAN_Jones_2020,0.713076923076923,0.713076923076923,0.713076923076923,0.713076923076923,0.42615384615384616,7800
295,ESM1b,ADRB2_HUMAN_Jones_2020,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.43025641025641026,7800
296,ESM1v_single,ADRB2_HUMAN_Jones_2020,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.4282051282051282,7800
297,ESM1v_ensemble,ADRB2_HUMAN_Jones_2020,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.4282051282051282,7800
298,ESM2_8M,ADRB2_HUMAN_Jones_2020,0.6564102564102564,0.6564102564102564,0.6564102564102564,0.6564102564102564,0.3128205128205128,7800
299,ESM2_35M,ADRB2_HUMAN_Jones_2020,0.6702564102564103,0.6702564102564103,0.6702564102564103,0.6702564102564103,0.3405128205128205,7800
300,ESM2_150M,ADRB2_HUMAN_Jones_2020,0.6864102564102564,0.6864102564102564,0.6864102564102564,0.6864102564102564,0.3728205128205128,7800
301,ESM2_650M,ADRB2_HUMAN_Jones_2020,0.6958974358974359,0.6958974358974359,0.6958974358974359,0.6958974358974359,0.39179487179487177,7800
302,ESM2_3B,ADRB2_HUMAN_Jones_2020,0.701025641025641,0.701025641025641,0.701025641025641,0.701025641025641,0.40205128205128204,7800
303,ESM2_15B,ADRB2_HUMAN_Jones_2020,0.7023076923076923,0.7023076923076923,0.7023076923076923,0.7023076923076923,0.4046153846153846,7800
304,Wavenet,ADRB2_HUMAN_Jones_2020,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.4117948717948718,7800
305,RITA_s,ADRB2_HUMAN_Jones_2020,0.7123076923076923,0.7123076923076923,0.7123076923076923,0.7123076923076923,0.4246153846153846,7800
306,RITA_m,ADRB2_HUMAN_Jones_2020,0.7135897435897436,0.7135897435897436,0.7135897435897436,0.7135897435897436,0.42717948717948717,7800
307,RITA_l,ADRB2_HUMAN_Jones_2020,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.4153846153846154,7800
308,RITA_xl,ADRB2_HUMAN_Jones_2020,0.6948717948717948,0.6948717948717948,0.6948717948717948,0.6948717948717948,0.38974358974358975,7800
309,Progen2_small,ADRB2_HUMAN_Jones_2020,0.7156410256410256,0.7156410256410256,0.7156410256410256,0.7156410256410256,0.43128205128205127,7800
310,Progen2_medium,ADRB2_HUMAN_Jones_2020,0.7105128205128205,0.7105128205128205,0.7105128205128205,0.7105128205128205,0.42102564102564105,7800
311,Progen2_base,ADRB2_HUMAN_Jones_2020,0.7105128205128205,0.7105128205128205,0.7105128205128205,0.7105128205128205,0.42102564102564105,7800
312,Progen2_large,ADRB2_HUMAN_Jones_2020,0.7123076923076923,0.7123076923076923,0.7123076923076923,0.7123076923076923,0.4246153846153846,7800
313,Progen2_xlarge,ADRB2_HUMAN_Jones_2020,0.6956410256410256,0.6956410256410256,0.6956410256410256,0.6956410256410256,0.3912820512820513,7800
314,GEMME,ADRB2_HUMAN_Jones_2020,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.4287179487179487,7800
315,VESPA,ADRB2_HUMAN_Jones_2020,0.7028205128205128,0.7028205128205128,0.7028205128205128,0.7028205128205128,0.40564102564102567,7800
316,VESPAl,ADRB2_HUMAN_Jones_2020,0.6552564102564102,0.6554557124518614,0.6546153846153846,0.655035279025016,0.31051307570118614,7800
317,VespaG,ADRB2_HUMAN_Jones_2020,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.4153846153846154,7800
318,ProtGPT2,ADRB2_HUMAN_Jones_2020,0.6247435897435898,0.6247755834829444,0.6246153846153846,0.6246954737786896,0.24948718768859932,7800
319,Tranception_S_no_retrieval,ADRB2_HUMAN_Jones_2020,0.7176923076923077,0.7176923076923077,0.7176923076923077,0.7176923076923077,0.43538461538461537,7800
320,Tranception_M_no_retrieval,ADRB2_HUMAN_Jones_2020,0.7102564102564103,0.7102564102564103,0.7102564102564103,0.7102564102564103,0.4205128205128205,7800
321,Tranception_L_no_retrieval,ADRB2_HUMAN_Jones_2020,0.7002564102564103,0.7002564102564103,0.7002564102564103,0.7002564102564103,0.4005128205128205,7800
322,Tranception_S,ADRB2_HUMAN_Jones_2020,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.7141025641025641,0.4282051282051282,7800
323,Tranception_M,ADRB2_HUMAN_Jones_2020,0.7148717948717949,0.7148717948717949,0.7148717948717949,0.7148717948717949,0.4297435897435897,7800
324,Tranception_L,ADRB2_HUMAN_Jones_2020,0.7135897435897436,0.7135897435897436,0.7135897435897436,0.7135897435897436,0.42717948717948717,7800
325,TranceptEVE_S,ADRB2_HUMAN_Jones_2020,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.4230769230769231,7800
326,TranceptEVE_M,ADRB2_HUMAN_Jones_2020,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.43025641025641026,7800
327,TranceptEVE_L,ADRB2_HUMAN_Jones_2020,0.7138461538461538,0.7138461538461538,0.7138461538461538,0.7138461538461538,0.4276923076923077,7800
328,CARP_38M,ADRB2_HUMAN_Jones_2020,0.6876923076923077,0.6876923076923077,0.6876923076923077,0.6876923076923077,0.37538461538461537,7800
329,CARP_600K,ADRB2_HUMAN_Jones_2020,0.5620512820512821,0.5620512820512821,0.5620512820512821,0.5620512820512821,0.12410256410256411,7800
330,CARP_640M,ADRB2_HUMAN_Jones_2020,0.7153846153846154,0.7153846153846154,0.7153846153846154,0.7153846153846154,0.4307692307692308,7800
331,CARP_76M,ADRB2_HUMAN_Jones_2020,0.7056410256410256,0.7056410256410256,0.7056410256410256,0.7056410256410256,0.4112820512820513,7800
332,MIF,ADRB2_HUMAN_Jones_2020,0.6679487179487179,0.6679487179487179,0.6679487179487179,0.6679487179487179,0.33589743589743587,7800
333,MIFST,ADRB2_HUMAN_Jones_2020,0.6982051282051283,0.6982051282051283,0.6982051282051283,0.6982051282051283,0.3964102564102564,7800
334,ESM-IF1,ADRB2_HUMAN_Jones_2020,0.6841025641025641,0.6841025641025641,0.6841025641025641,0.6841025641025641,0.3682051282051282,7800
335,ProteinMPNN,ADRB2_HUMAN_Jones_2020,0.5843589743589743,0.5843589743589743,0.5843589743589743,0.5843589743589743,0.1687179487179487,7800
336,ProtSSN_k10_h512,ADRB2_HUMAN_Jones_2020,0.6928205128205128,0.6928205128205128,0.6928205128205128,0.6928205128205128,0.38564102564102565,7800
337,ProtSSN_k10_h768,ADRB2_HUMAN_Jones_2020,0.6951282051282052,0.6951282051282052,0.6951282051282052,0.6951282051282052,0.3902564102564103,7800
338,ProtSSN_k10_h1280,ADRB2_HUMAN_Jones_2020,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.4117948717948718,7800
339,ProtSSN_k20_h512,ADRB2_HUMAN_Jones_2020,0.701025641025641,0.701025641025641,0.701025641025641,0.701025641025641,0.40205128205128204,7800
340,ProtSSN_k20_h768,ADRB2_HUMAN_Jones_2020,0.7043589743589743,0.7043589743589743,0.7043589743589743,0.7043589743589743,0.4087179487179487,7800
341,ProtSSN_k20_h1280,ADRB2_HUMAN_Jones_2020,0.7007692307692308,0.7007692307692308,0.7007692307692308,0.7007692307692308,0.4015384615384615,7800
342,ProtSSN_k30_h512,ADRB2_HUMAN_Jones_2020,0.6974358974358974,0.6974358974358974,0.6974358974358974,0.6974358974358974,0.39487179487179486,7800
343,ProtSSN_k30_h768,ADRB2_HUMAN_Jones_2020,0.7069230769230769,0.7069230769230769,0.7069230769230769,0.7069230769230769,0.41384615384615386,7800
344,ProtSSN_k30_h1280,ADRB2_HUMAN_Jones_2020,0.7012820512820512,0.7012820512820512,0.7012820512820512,0.7012820512820512,0.4025641025641026,7800
345,ProtSSN_ensemble,ADRB2_HUMAN_Jones_2020,0.7087179487179487,0.7087179487179487,0.7087179487179487,0.7087179487179487,0.41743589743589743,7800
346,SaProt_650M_AF2,ADRB2_HUMAN_Jones_2020,0.7284615384615385,0.7284615384615385,0.7284615384615385,0.7284615384615385,0.45692307692307693,7800
347,SaProt_35M_AF2,ADRB2_HUMAN_Jones_2020,0.7053846153846154,0.7053846153846154,0.7053846153846154,0.7053846153846154,0.4107692307692308,7800
348,PoET,ADRB2_HUMAN_Jones_2020,0.7169230769230769,0.7169230769230769,0.7169230769230769,0.7169230769230769,0.4338461538461538,7800
349,MULAN_small,ADRB2_HUMAN_Jones_2020,0.7038461538461539,0.7038461538461539,0.7038461538461539,0.7038461538461539,0.4076923076923077,7800
350,ProSST-20,ADRB2_HUMAN_Jones_2020,0.6305128205128205,0.6305128205128205,0.6305128205128205,0.6305128205128205,0.261025641025641,7800
351,ProSST-128,ADRB2_HUMAN_Jones_2020,0.6458974358974359,0.6458974358974359,0.6458974358974359,0.6458974358974359,0.2917948717948718,7800
352,ProSST-512,ADRB2_HUMAN_Jones_2020,0.65,0.65,0.65,0.65,0.3,7800
353,ProSST-1024,ADRB2_HUMAN_Jones_2020,0.65,0.65,0.65,0.65,0.3,7800
354,ProSST-2048,ADRB2_HUMAN_Jones_2020,0.6994871794871795,0.6994871794871795,0.6994871794871795,0.6994871794871795,0.39897435897435896,7800
355,ProSST-4096,ADRB2_HUMAN_Jones_2020,0.6582051282051282,0.6582051282051282,0.6582051282051282,0.6582051282051282,0.3164102564102564,7800
356,ESCOTT,ADRB2_HUMAN_Jones_2020,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.4287179487179487,7800
357,VenusREM,ADRB2_HUMAN_Jones_2020,0.7046153846153846,0.7046153846153846,0.7046153846153846,0.7046153846153846,0.40923076923076923,7800
358,RSALOR,ADRB2_HUMAN_Jones_2020,0.6987179487179487,0.6987179487179487,0.6987179487179487,0.6987179487179487,0.3974358974358974,7800
359,S2F,ADRB2_HUMAN_Jones_2020,0.7043589743589743,0.7043589743589743,0.7043589743589743,0.7043589743589743,0.4087179487179487,7800
360,S2F_MSA,ADRB2_HUMAN_Jones_2020,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.7151282051282051,0.43025641025641026,7800
361,S3F,ADRB2_HUMAN_Jones_2020,0.7125641025641025,0.7125641025641025,0.7125641025641025,0.7125641025641025,0.42512820512820515,7800
362,S3F_MSA,ADRB2_HUMAN_Jones_2020,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.43333333333333335,7800
363,SiteRM,ADRB2_HUMAN_Jones_2020,0.6871794871794872,0.6871794871794872,0.6871794871794872,0.6871794871794872,0.37435897435897436,7800
364,ESM3,ADRB2_HUMAN_Jones_2020,0.7046153846153846,0.7047203694202155,0.7043589743589743,0.7045396255450116,0.4092308230415319,7800
365,ESMC-300M,ADRB2_HUMAN_Jones_2020,0.7173076923076923,0.7181467181467182,0.7153846153846154,0.7167630057803468,0.43461859926188307,7800
366,ESMC-600M,ADRB2_HUMAN_Jones_2020,0.7224358974358974,0.7237554810420428,0.7194871794871794,0.7216150186447217,0.44487953133854014,7800
367,xTrimoPGLM-1B-MLM,ADRB2_HUMAN_Jones_2020,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.7143589743589743,0.4287179487179487,7800
368,xTrimoPGLM-3B-MLM,ADRB2_HUMAN_Jones_2020,0.7169230769230769,0.7169230769230769,0.7169230769230769,0.7169230769230769,0.4338461538461538,7800
369,xTrimoPGLM-10B-MLM,ADRB2_HUMAN_Jones_2020,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.7058974358974359,0.4117948717948718,7800
370,xTrimoPGLM-1B-CLM,ADRB2_HUMAN_Jones_2020,0.6876923076923077,0.6876923076923077,0.6876923076923077,0.6876923076923077,0.37538461538461537,7800
371,xTrimoPGLM-3B-CLM,ADRB2_HUMAN_Jones_2020,0.6858974358974359,0.6858974358974359,0.6858974358974359,0.6858974358974359,0.3717948717948718,7800
372,xTrimoPGLM-7B-CLM,ADRB2_HUMAN_Jones_2020,0.6041025641025641,0.6041025641025641,0.6041025641025641,0.6041025641025641,0.2082051282051282,7800
373,xTrimoPGLM-100B-int4,ADRB2_HUMAN_Jones_2020,0.6958974358974359,0.6958974358974359,0.6958974358974359,0.6958974358974359,0.39179487179487177,7800
374,Progen3_112m,ADRB2_HUMAN_Jones_2020,0.6774358974358974,0.6774358974358974,0.6774358974358974,0.6774358974358974,0.3548717948717949,7800
375,Progen3_219m,ADRB2_HUMAN_Jones_2020,0.7028205128205128,0.7028205128205128,0.7028205128205128,0.7028205128205128,0.40564102564102567,7800
376,Progen3_339m,ADRB2_HUMAN_Jones_2020,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.4266666666666667,7800
377,Progen3_762m,ADRB2_HUMAN_Jones_2020,0.7207692307692307,0.7207692307692307,0.7207692307692307,0.7207692307692307,0.44153846153846155,7800
378,Progen3_1b,ADRB2_HUMAN_Jones_2020,0.7112820512820512,0.7112820512820512,0.7112820512820512,0.7112820512820512,0.42256410256410254,7800
379,Progen3_3b,ADRB2_HUMAN_Jones_2020,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.41025641025641024,7800
380,Site_Independent,AMIE_PSEAE_Wrenbeck_2017,0.6035008832503613,0.6035978156119499,0.6034039820166988,0.6035008832503613,0.20700179762864868,6227
381,EVmutation,AMIE_PSEAE_Wrenbeck_2017,0.6953589208286495,0.6954706071313845,0.695247270391779,0.6953589208286495,0.39071787752316356,6227
382,DeepSequence_single,AMIE_PSEAE_Wrenbeck_2017,0.71206038220652,0.712174751044009,0.7119460500963392,0.71206038220652,0.4241208011403481,6227
383,DeepSequence_ensemble,AMIE_PSEAE_Wrenbeck_2017,0.7242652962903485,0.7243816254416962,0.7241490044958253,0.7242652962903485,0.4485306299375214,6227
384,EVE_single,AMIE_PSEAE_Wrenbeck_2017,0.7101332905090734,0.7102473498233216,0.710019267822736,0.7101332905090734,0.4202666176460576,6227
385,EVE_ensemble,AMIE_PSEAE_Wrenbeck_2017,0.6979283764252449,0.6980404754256344,0.6978163134232498,0.6979283764252449,0.39585678884888426,6227
386,Unirep,AMIE_PSEAE_Wrenbeck_2017,0.517424120764413,0.5175072277545776,0.5173410404624278,0.517424120764413,0.034848268217005325,6227
387,Unirep_evotune,AMIE_PSEAE_Wrenbeck_2017,0.6812269150473743,0.68133633151301,0.6811175337186898,0.6812269150473743,0.36245386523169976,6227
388,MSA_Transformer_single,AMIE_PSEAE_Wrenbeck_2017,0.6568170868797174,0.6569225827176357,0.6567116249197174,0.6568170868797174,0.3136342076373531,6227
389,MSA_Transformer_ensemble,AMIE_PSEAE_Wrenbeck_2017,0.7470692147101333,0.7471892065531641,0.7469492614001284,0.7470692147101333,0.4941384679532926,6227
390,ESM1b,AMIE_PSEAE_Wrenbeck_2017,0.7329372089288582,0.7330549309347896,0.7328195247270392,0.7329372089288582,0.4658744556618288,6227
391,ESM1v_single,AMIE_PSEAE_Wrenbeck_2017,0.748353942508431,0.7484741407002891,0.7482337829158638,0.748353942508431,0.49670792361615296,6227
392,ESM1v_ensemble,AMIE_PSEAE_Wrenbeck_2017,0.7730849526256625,0.7732091230324446,0.77296082209377,0.7730849526256625,0.5461699451262146,6227
393,ESM2_8M,AMIE_PSEAE_Wrenbeck_2017,0.6073550666452545,0.6074526180533247,0.607257546563905,0.6073550666452545,0.21471016461722972,6227
394,ESM2_35M,AMIE_PSEAE_Wrenbeck_2017,0.6407579894009957,0.6408609058785737,0.640655105973025,0.6407579894009957,0.28151601185159875,6227
395,ESM2_150M,AMIE_PSEAE_Wrenbeck_2017,0.6494299020395053,0.6495342113716672,0.649325626204239,0.6494299020395053,0.2988598375759061,6227
396,ESM2_650M,AMIE_PSEAE_Wrenbeck_2017,0.7184840211980087,0.7185994217796338,0.718368657675016,0.7184840211980087,0.4369680794546498,6227
397,ESM2_3B,AMIE_PSEAE_Wrenbeck_2017,0.7785450457684279,0.7786700931577256,0.7784200385356455,0.7785450457684279,0.5570901316933712,6227
398,ESM2_15B,AMIE_PSEAE_Wrenbeck_2017,0.7464268508109845,0.7465467394796017,0.7463070006422607,0.7464268508109845,0.49285374012186245,6227
399,Wavenet,AMIE_PSEAE_Wrenbeck_2017,0.6966436486269472,0.6967555412785095,0.6965317919075145,0.6966436486269472,0.39328733318602394,6227
400,RITA_s,AMIE_PSEAE_Wrenbeck_2017,0.7261923879877951,0.7263090266623835,0.7260757867694284,0.7261923879877951,0.4523848134318119,6227
401,RITA_m,AMIE_PSEAE_Wrenbeck_2017,0.724586478239923,0.7247028589784773,0.7244701348747592,0.724586478239923,0.4491729938532365,6227
402,RITA_l,AMIE_PSEAE_Wrenbeck_2017,0.7223382045929019,0.7224542242210087,0.7222222222222222,0.7223382045929019,0.4446764464432309,6227
403,RITA_xl,AMIE_PSEAE_Wrenbeck_2017,0.7268347518869439,0.726951493735946,0.7267180475272961,0.7268347518869439,0.4536695412632421,6227
404,Progen2_small,AMIE_PSEAE_Wrenbeck_2017,0.7265135699373695,0.7266302601991648,0.7263969171483622,0.7265135699373695,0.453027177347527,6227
405,Progen2_medium,AMIE_PSEAE_Wrenbeck_2017,0.7425726674160912,0.7426919370382268,0.7424534360950545,0.7425726674160912,0.4851453731332814,6227
406,Progen2_base,AMIE_PSEAE_Wrenbeck_2017,0.7277982977356673,0.7279151943462897,0.7276814386640976,0.7277982977356673,0.4555966330103874,6227
407,Progen2_large,AMIE_PSEAE_Wrenbeck_2017,0.7265135699373695,0.7266302601991648,0.7263969171483622,0.7265135699373695,0.453027177347527,6227
408,Progen2_xlarge,AMIE_PSEAE_Wrenbeck_2017,0.7168781114501365,0.7169932540957276,0.7167630057803468,0.7168781114501365,0.4337562598760744,6227
409,GEMME,AMIE_PSEAE_Wrenbeck_2017,0.7348643006263048,0.734982332155477,0.7347463070006423,0.7348643006263048,0.4697286391561193,6227
410,VESPA,AMIE_PSEAE_Wrenbeck_2017,0.7435362132648146,0.7436556376485705,0.7434168272318561,0.7435362132648146,0.48707246488042666,6227
411,VESPAl,AMIE_PSEAE_Wrenbeck_2017,0.7266741609121568,0.7268637532133676,0.7263969171483622,0.7266302601991648,0.4533484576507617,6227
412,VespaG,AMIE_PSEAE_Wrenbeck_2017,0.7724425887265136,0.7725666559588821,0.7723185613359024,0.7724425887265136,0.5448852172947845,6227
413,ProtGPT2,AMIE_PSEAE_Wrenbeck_2017,0.6211658904769551,0.6212656601349181,0.6210661528580603,0.6211658904769551,0.24233181299297846,6227
414,Tranception_S_no_retrieval,AMIE_PSEAE_Wrenbeck_2017,0.7493174883571543,0.7494378413106328,0.7491971740526654,0.7493174883571543,0.49863501536329824,6227
415,Tranception_M_no_retrieval,AMIE_PSEAE_Wrenbeck_2017,0.6947165569295005,0.694828140057822,0.6946050096339114,0.6947165569295005,0.3894331496917334,6227
416,Tranception_L_no_retrieval,AMIE_PSEAE_Wrenbeck_2017,0.675766821904609,0.6758753613877289,0.6756583172768144,0.675766821904609,0.35153367866454327,6227
417,Tranception_S,AMIE_PSEAE_Wrenbeck_2017,0.7371125742733259,0.7372309669129458,0.7369942196531792,0.7371125742733259,0.4742251865661249,6227
418,Tranception_M,AMIE_PSEAE_Wrenbeck_2017,0.6976071944756704,0.6977192418888531,0.697495183044316,0.6976071944756704,0.39521442493316916,6227
419,Tranception_L,AMIE_PSEAE_Wrenbeck_2017,0.680263369198651,0.6803726309026662,0.6801541425818882,0.680263369198651,0.3605267734845545,6227
420,TranceptEVE_S,AMIE_PSEAE_Wrenbeck_2017,0.7470692147101333,0.7471892065531641,0.7469492614001284,0.7470692147101333,0.4941384679532926,6227
421,TranceptEVE_M,AMIE_PSEAE_Wrenbeck_2017,0.7159145656014132,0.7160295534853839,0.7157996146435452,0.7159145656014132,0.43182916812892913,6227
422,TranceptEVE_L,AMIE_PSEAE_Wrenbeck_2017,0.7075638349124779,0.7076774815290716,0.7074502247912653,0.7075638349124779,0.4151277063203369,6227
423,CARP_38M,AMIE_PSEAE_Wrenbeck_2017,0.6166693431829131,0.6167683906199807,0.6165703275529865,0.6166693431829131,0.23333871817296725,6227
424,CARP_600K,AMIE_PSEAE_Wrenbeck_2017,0.5196723944114341,0.5197558625120463,0.5195889531149647,0.5196723944114341,0.039344815627010934,6227
425,CARP_640M,AMIE_PSEAE_Wrenbeck_2017,0.6789786414003534,0.6790876967555413,0.6788696210661529,0.6789786414003534,0.35795731782169415,6227
426,CARP_76M,AMIE_PSEAE_Wrenbeck_2017,0.6407579894009957,0.6408609058785737,0.640655105973025,0.6407579894009957,0.28151601185159875,6227
427,MIF,AMIE_PSEAE_Wrenbeck_2017,0.6458969005941866,0.6460006424670736,0.6457931920359666,0.6458969005941866,0.29179383450304014,6227
428,MIFST,AMIE_PSEAE_Wrenbeck_2017,0.6866870081901397,0.686797301638291,0.6865767501605652,0.6866870081901397,0.37337405179885624,6227
429,ESM-IF1,AMIE_PSEAE_Wrenbeck_2017,0.6619559980729083,0.6620623193061356,0.661849710982659,0.6619559980729083,0.3239120302887945,6227
430,ProteinMPNN,AMIE_PSEAE_Wrenbeck_2017,0.583266420427172,0.5833601027947317,0.5831727681438664,0.583266420427172,0.16653287093859817,6227
431,ProtSSN_k10_h512,AMIE_PSEAE_Wrenbeck_2017,0.7242652962903485,0.7243816254416962,0.7241490044958253,0.7242652962903485,0.4485306299375214,6227
432,ProtSSN_k10_h768,AMIE_PSEAE_Wrenbeck_2017,0.7046731973663081,0.7047863796980405,0.7045600513808606,0.7046731973663081,0.4093464310789011,6227
433,ProtSSN_k10_h1280,AMIE_PSEAE_Wrenbeck_2017,0.7088485627107757,0.7089624156761966,0.7087347463070006,0.7088485627107757,0.41769716198319723,6227
