,model,dms_id,accuracy,precision,recall,f1,mcc,n
38,Tranception_M,A0A192B1T2_9HIV1_Haddox_2018,0.6985767671145742,0.6434478371501272,0.7231456657730116,0.6809728183118741,0.3995820236909504,12577
39,Tranception_L,A0A192B1T2_9HIV1_Haddox_2018,0.6979406853780711,0.6428117048346056,0.7224307417336908,0.6802995876462172,0.3983020530132566,12577
40,TranceptEVE_S,A0A192B1T2_9HIV1_Haddox_2018,0.6998489305875805,0.6447201017811705,0.7245755138516533,0.6823192796431877,0.402141965046338,12577
41,TranceptEVE_M,A0A192B1T2_9HIV1_Haddox_2018,0.7030293392700963,0.6479007633587787,0.7281501340482573,0.6856854329714719,0.4085418184348069,12577
42,TranceptEVE_L,A0A192B1T2_9HIV1_Haddox_2018,0.7043015027431024,0.6491730279898219,0.729579982126899,0.6870318943027854,0.41110175979019453,12577
43,CARP_38M,A0A192B1T2_9HIV1_Haddox_2018,0.6637512920410272,0.6086195928753181,0.6840035746201966,0.6441134393671631,0.3295036290872153,12577
44,CARP_600K,A0A192B1T2_9HIV1_Haddox_2018,0.4990061222867138,0.44386132315521626,0.49883824843610364,0.46974669696204663,-0.002008776435476622,12577
45,CARP_640M,A0A192B1T2_9HIV1_Haddox_2018,0.6877633775940208,0.6326335877862596,0.7109919571045576,0.6695278969957081,0.37782252217015594,12577
46,CARP_76M,A0A192B1T2_9HIV1_Haddox_2018,0.664705414645782,0.6095737913486005,0.6850759606791779,0.6451232853656484,0.331423585103756,12577
47,MIF,A0A192B1T2_9HIV1_Haddox_2018,0.6411703903951658,0.5860368956743003,0.6586237712243074,0.620213750736346,0.28406467002908575,12577
48,MIFST,A0A192B1T2_9HIV1_Haddox_2018,0.6783811719805996,0.6232506361323156,0.7004468275245755,0.6595977446772701,0.35894295467417253,12577
49,ESM-IF1,A0A192B1T2_9HIV1_Haddox_2018,0.5931462192891787,0.5380089058524173,0.6046470062555853,0.5693848354792561,0.1874268838632045,12577
50,ProteinMPNN,A0A192B1T2_9HIV1_Haddox_2018,0.5508467838117198,0.49570610687022904,0.5571045576407506,0.5246149962130775,0.10230883379656737,12577
51,ProtSSN_k10_h512,A0A192B1T2_9HIV1_Haddox_2018,0.5831279319392542,0.5279898218829516,0.5933869526362824,0.5587814524951612,0.16726734568952728,12577
52,ProtSSN_k10_h768,A0A192B1T2_9HIV1_Haddox_2018,0.594418382762185,0.5392811704834606,0.606076854334227,0.5707312968105697,0.1899868252185921,12577
53,ProtSSN_k10_h1280,A0A192B1T2_9HIV1_Haddox_2018,0.6020513636002226,0.5469147582697201,0.6146559428060768,0.5788100647984515,0.20534647335091757,12577
54,ProtSSN_k20_h512,A0A192B1T2_9HIV1_Haddox_2018,0.6034825475073547,0.5483460559796438,0.6162645218945487,0.5803248337961794,0.2082264073757286,12577
55,ProtSSN_k20_h768,A0A192B1T2_9HIV1_Haddox_2018,0.5836049932416315,0.5284669211195929,0.593923145665773,0.5592863754944037,0.1682273236977976,12577
56,ProtSSN_k20_h1280,A0A192B1T2_9HIV1_Haddox_2018,0.5925101375526756,0.5373727735368957,0.6039320822162645,0.5687116048135993,0.1861469131855107,12577
57,ProtSSN_k30_h512,A0A192B1T2_9HIV1_Haddox_2018,0.5931462192891787,0.5380089058524173,0.6046470062555853,0.5693848354792561,0.1874268838632045,12577
58,ProtSSN_k30_h768,A0A192B1T2_9HIV1_Haddox_2018,0.5807426254273674,0.5256043256997456,0.5907059874888293,0.556256837498948,0.16246745564817555,12577
59,ProtSSN_k30_h1280,A0A192B1T2_9HIV1_Haddox_2018,0.5718374811163235,0.5166984732824428,0.5806970509383378,0.5468316081797526,0.14454786616046247,12577
60,ProtSSN_ensemble,A0A192B1T2_9HIV1_Haddox_2018,0.5977578118788265,0.5426208651399491,0.6098302055406613,0.574265757805268,0.19670667127648447,12577
61,SaProt_650M_AF2,A0A192B1T2_9HIV1_Haddox_2018,0.5591158463862607,0.5039758269720102,0.5663985701519214,0.5333669948666162,0.11894845260658665,12577
62,SaProt_35M_AF2,A0A192B1T2_9HIV1_Haddox_2018,0.531446290848374,0.47630407124681934,0.5352993744414656,0.5040814609105445,0.06326972812690673,12577
63,PoET,A0A192B1T2_9HIV1_Haddox_2018,0.6947602766955554,0.6396310432569975,0.7188561215370867,0.6769334343179332,0.3919021996247877,12577
64,MULAN_small,A0A192B1T2_9HIV1_Haddox_2018,0.5195197582889401,0.4643765903307888,0.5218945487042002,0.4914583859294791,0.039270277920148144,12577
65,ProSST-20,A0A192B1T2_9HIV1_Haddox_2018,0.6294028782698576,0.5742684478371501,0.6453976764968722,0.6077589834216949,0.2603852124917506,12577
66,ProSST-128,A0A192B1T2_9HIV1_Haddox_2018,0.6483263099308261,0.5931933842239185,0.6666666666666666,0.6277875957249853,0.2984643401531409,12577
67,ProSST-512,A0A192B1T2_9HIV1_Haddox_2018,0.6437147173411784,0.5885814249363868,0.6614834673815907,0.6229066733989733,0.2891845527398609,12577
68,ProSST-1024,A0A192B1T2_9HIV1_Haddox_2018,0.6548461477299833,0.5997137404580153,0.673994638069705,0.6346882100479677,0.31158403959950226,12577
69,ProSST-2048,A0A192B1T2_9HIV1_Haddox_2018,0.6814025602289894,0.6262722646310432,0.7038427167113495,0.6627955903391399,0.365022815393218,12577
70,ProSST-4096,A0A192B1T2_9HIV1_Haddox_2018,0.6715432933131907,0.6164122137404581,0.6927613941018766,0.6523605150214592,0.34518326988896425,12577
71,ESCOTT,A0A192B1T2_9HIV1_Haddox_2018,0.6993718692852031,0.6442430025445293,0.7240393208221626,0.6818143566439452,0.4011819870380676,12577
72,VenusREM,A0A192B1T2_9HIV1_Haddox_2018,0.7206806074580584,0.6655534351145038,0.7479892761394102,0.7043675839434487,0.4440610047408097,12577
73,RSALOR,A0A192B1T2_9HIV1_Haddox_2018,0.7058917070843603,0.6507633587786259,0.731367292225201,0.6887149709669276,0.414301686484429,12577
74,S2F,A0A192B1T2_9HIV1_Haddox_2018,0.6190665500516817,0.5639312977099237,0.6337801608579089,0.5968189851047715,0.2395856889792265,12577
75,S2F_MSA,A0A192B1T2_9HIV1_Haddox_2018,0.7033473801383477,0.6482188295165394,0.7285075960679178,0.6860220483043002,0.4091818037736538,12577
76,S3F,A0A192B1T2_9HIV1_Haddox_2018,0.6413294108292915,0.5861959287531806,0.6588025022341376,0.6203820584027603,0.2843846626985092,12577
77,S3F_MSA,A0A192B1T2_9HIV1_Haddox_2018,0.7175001987755426,0.6623727735368957,0.7444146559428061,0.7010014306151645,0.4376611513523407,12577
78,SiteRM,A0A192B1T2_9HIV1_Haddox_2018,0.6996899101534547,0.6445610687022901,0.7243967828418231,0.6821509719767735,0.4018219723769145,12577
79,ESM3,A0A192B1T2_9HIV1_Haddox_2018,0.6078556094458137,0.5527782200286578,0.6205540661304736,0.5847086561131695,0.21690284784085986,12577
80,ESMC-300M,A0A192B1T2_9HIV1_Haddox_2018,0.6868092549892661,0.6323952670291014,0.7068811438784629,0.6675668832812895,0.3753083000004853,12577
81,ESMC-600M,A0A192B1T2_9HIV1_Haddox_2018,0.6756778246004611,0.6209317166560306,0.69562109025916,0.6561578015679002,0.3531520646055439,12577
82,xTrimoPGLM-1B-MLM,A0A192B1T2_9HIV1_Haddox_2018,0.6891945615011529,0.6340648854961832,0.7126005361930295,0.671042665993436,0.38070245619496695,12577
83,xTrimoPGLM-3B-MLM,A0A192B1T2_9HIV1_Haddox_2018,0.7050966049137314,0.649968193384224,0.7304736371760501,0.6878734326348566,0.41270172313731174,12577
84,xTrimoPGLM-10B-MLM,A0A192B1T2_9HIV1_Haddox_2018,0.6766319472052159,0.621501272264631,0.6984807864164433,0.6577463603467137,0.3554230353105146,12577
85,xTrimoPGLM-1B-CLM,A0A192B1T2_9HIV1_Haddox_2018,0.6877633775940208,0.6326335877862596,0.7109919571045576,0.6695278969957081,0.37782252217015594,12577
86,xTrimoPGLM-3B-CLM,A0A192B1T2_9HIV1_Haddox_2018,0.6292438578357319,0.5741094147582697,0.645218945487042,0.6075906757552807,0.26006521982232716,12577
87,xTrimoPGLM-7B-CLM,A0A192B1T2_9HIV1_Haddox_2018,0.5118867774509024,0.45674300254452926,0.5133154602323503,0.48337961794159723,0.02391062978782265,12577
88,xTrimoPGLM-100B-int4,A0A192B1T2_9HIV1_Haddox_2018,0.6290848374016061,0.5739503816793893,0.6450402144772118,0.6074223680888664,0.2597452271529037,12577
89,Progen3_112m,A0A192B1T2_9HIV1_Haddox_2018,0.6538920251252286,0.5987595419847328,0.6729222520107239,0.6336783640494824,0.30966408358296155,12577
90,Progen3_219m,A0A192B1T2_9HIV1_Haddox_2018,0.6911028067106623,0.6359732824427481,0.7147453083109919,0.6730623579904065,0.3845423682280483,12577
91,Progen3_339m,A0A192B1T2_9HIV1_Haddox_2018,0.6849010097797567,0.6297709923664122,0.707774798927614,0.6664983590002524,0.3720626541205339,12577
92,Progen3_762m,A0A192B1T2_9HIV1_Haddox_2018,0.6850600302138825,0.6299300254452926,0.7079535299374441,0.6666666666666666,0.37238264678995736,12577
93,Progen3_1b,A0A192B1T2_9HIV1_Haddox_2018,0.6922159497495428,0.6370865139949109,0.7159964253798033,0.6742405116553059,0.3867823169140125,12577
94,Progen3_3b,A0A192B1T2_9HIV1_Haddox_2018,0.6930110519201718,0.637881679389313,0.7168900804289544,0.675082049987377,0.38838228026112975,12577
95,Site_Independent,A4_HUMAN_Seuma_2022,0.681182904597934,0.7135332252836305,0.6700913242009132,0.6911302982731554,0.36313774488276007,14811
96,EVmutation,A4_HUMAN_Seuma_2022,0.6612652758085207,0.6935854152599595,0.6514459665144596,0.6718555824448951,0.32321032003666234,14811
97,DeepSequence_single,A4_HUMAN_Seuma_2022,0.6744311660252515,0.7067801188546732,0.6637493658041603,0.684589220303506,0.34960599046714524,14811
98,DeepSequence_ensemble,A4_HUMAN_Seuma_2022,0.6614003105799744,0.6937204591492235,0.6515728056823947,0.6719863954477076,0.32348095512003977,14811
99,EVE_single,A4_HUMAN_Seuma_2022,0.6225102964013234,0.6548278190411884,0.6150431253170979,0.6343122506377133,0.24553805110733973,14811
100,EVE_ensemble,A4_HUMAN_Seuma_2022,0.6214300182296941,0.6537474679270763,0.6140284119736175,0.6332657466152135,0.24337297044032027,14811
101,Unirep,A4_HUMAN_Seuma_2022,0.6457362770913511,0.6780553679945982,0.6368594622019279,0.6568120871214599,0.2920872854482578,14811
102,Unirep_evotune,A4_HUMAN_Seuma_2022,0.554857875903045,0.5871708305199189,0.5514967021816337,0.5687749362286612,0.10994987433524697,14811
103,MSA_Transformer_single,A4_HUMAN_Seuma_2022,0.6227803659442306,0.6550979068197164,0.615296803652968,0.6345738766433383,0.2460793212740946,14811
104,MSA_Transformer_ensemble,A4_HUMAN_Seuma_2022,0.6248058875160354,0.6571235651586765,0.617199391171994,0.6365360716855255,0.25013884752475607,14811
105,ESM1b,A4_HUMAN_Seuma_2022,0.6167038012288164,0.6490209318028359,0.6095890410958904,0.6286872915167767,0.2339007425221102,14811
106,ESM1v_single,A4_HUMAN_Seuma_2022,0.6088717844845047,0.6411883862255233,0.602232369355657,0.621100137353653,0.21820390768621922,14811
107,ESM1v_ensemble,A4_HUMAN_Seuma_2022,0.6470866248058875,0.6794058068872384,0.6381278538812786,0.6581202171495847,0.2947936362820321,14811
108,ESM2_8M,A4_HUMAN_Seuma_2022,0.6686921882384714,0.70101282916948,0.6584221207508879,0.6790502975995814,0.33809524962242105,14811
109,ESM2_35M,A4_HUMAN_Seuma_2022,0.6532982242927554,0.6856178257933828,0.6439624556062912,0.6641376152789588,0.30724285011739394,14811
110,ESM2_150M,A4_HUMAN_Seuma_2022,0.6523529808925799,0.6846725185685347,0.6430745814307458,0.6632219242592714,0.3053484045337519,14811
111,ESM2_650M,A4_HUMAN_Seuma_2022,0.6790898656404024,0.7114112086428089,0.6681887366818874,0.6891228988161423,0.35893415104248316,14811
112,ESM2_3B,A4_HUMAN_Seuma_2022,0.6848963608129093,0.7172180958811614,0.6736428209030949,0.6947478579370789,0.3705714596277127,14811
113,ESM2_15B,A4_HUMAN_Seuma_2022,0.6341232867463372,0.6664415935178933,0.625951293759513,0.6455621688795866,0.26881266827779876,14811
114,Wavenet,A4_HUMAN_Seuma_2022,0.5919924380527986,0.6243079000675219,0.5863774733637748,0.604748512002093,0.1843745222640404,14811
