,Site_Independent,EVmutation,DeepSequence_single,DeepSequence_ensemble,EVE_single,EVE_ensemble,Unirep,Unirep_evotune,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1b,ESM1v_single,ESM1v_ensemble,ESM2_8M,ESM2_35M,ESM2_150M,ESM2_650M,ESM2_3B,ESM2_15B,Wavenet,RITA_s,RITA_m,RITA_l,RITA_xl,Progen2_small,Progen2_medium,Progen2_base,Progen2_large,Progen2_xlarge,GEMME,VESPA,VESPAl,VespaG,ProtGPT2,Tranception_S_no_retrieval,Tranception_M_no_retrieval,Tranception_L_no_retrieval,Tranception_S,Tranception_M,Tranception_L,TranceptEVE_S,TranceptEVE_M,TranceptEVE_L,CARP_38M,CARP_600K,CARP_640M,CARP_76M,MIF,MIFST,ESM-IF1,ProteinMPNN,ProtSSN_k10_h512,ProtSSN_k10_h768,ProtSSN_k10_h1280,ProtSSN_k20_h512,ProtSSN_k20_h768,ProtSSN_k20_h1280,ProtSSN_k30_h512,ProtSSN_k30_h768,ProtSSN_k30_h1280,ProtSSN_ensemble,SaProt_650M_AF2,SaProt_35M_AF2,PoET,MULAN_small,ProSST-20,ProSST-128,ProSST-512,ProSST-1024,ProSST-2048,ProSST-4096,ESCOTT,VenusREM,RSALOR,S2F,S2F_MSA,S3F,S3F_MSA,SiteRM,ESM3,ESMC-300M,ESMC-600M,xTrimoPGLM-1B-MLM,xTrimoPGLM-3B-MLM,xTrimoPGLM-10B-MLM,xTrimoPGLM-1B-CLM,xTrimoPGLM-3B-CLM,xTrimoPGLM-7B-CLM,xTrimoPGLM-100B-int4,Progen3_112m,Progen3_219m,Progen3_339m,Progen3_762m,Progen3_1b,Progen3_3b
ESM1b,0.4650992187042394,0.508226770697326,0.48297354864214936,0.49264402158615084,0.5239470126536659,0.5362757190974412,0.26944405023784457,0.46945322437951964,0.6011732859839823,0.6248223993409423,1.0,0.6341720488076473,0.6793620212300553,0.31463402879849145,0.33782482600512265,0.37109857851898487,0.46111187044353763,0.47953617968675055,0.503368619503842,0.5621247499759787,0.603739856425823,0.555799987101443,0.5662495953289369,0.5633163719668334,0.6019065918245082,0.5768825300165623,0.5704661039119607,0.5667079114792656,0.5281176916215907,0.5507585094478276,0.5612997809053872,0.44933312918634516,0.539117279229479,0.36857783703952596,0.6011732859839823,0.5492918977667758,0.5317842208242202,0.618680962926538,0.5938402275787235,0.5720243788230783,0.6198725849173925,0.6128145162023309,0.5896237189956997,0.44892066084479476,0.20472981594967388,0.5989733684624047,0.5202346538359375,0.3316833895907183,0.49438562295739985,0.17154772666587736,0.11975800167873651,0.4234382828865201,0.41500526572047236,0.4301296986813189,0.43214628974276503,0.45057059898597795,0.43077134129177896,0.44800402854413734,0.4395710113780896,0.4369127777061833,0.451945547436964,0.4202300698342194,0.35863237923004476,0.5647829836478852,0.3409413758273576,0.3083092659239556,0.3482744342326165,0.34121636551755485,0.351574310514983,0.416196887711327,0.3381914789253856,0.5627205591343629,0.4700948669899798,0.4589119392830546,0.4518538842068983,0.5568999458622319,0.4673449700880077,0.5605664750648613,0.5552500077210486,0.36477378895812684,0.5543332106598313,0.6325219964250992,0.661762681057434,0.6282139388533745,0.6159310660245658,0.5444337465732918,0.47467802849326657,0.21032127298368375,0.5038269356541707,0.4759154798974362,0.48026948552727644,0.49099408344496764,0.5044685782646308,0.5052018841051567,0.47366973296254344
ESM1v_single,0.4463082564618214,0.5024519872031846,0.4917732187654281,0.5071268119365371,0.5435629439701415,0.5617580970557159,0.2818185864006917,0.5338008118856663,0.6271139800925857,0.6686374233123641,0.6341720488076473,1.0,0.8118153886750439,0.3017095133592226,0.32288371950440764,0.3522159531254432,0.41427195987994647,0.46514505256643,0.49759383600970064,0.5920986262074746,0.622164165669036,0.6304138563749522,0.6267473271723227,0.6223474921291674,0.623172461199759,0.6369219457096194,0.6268389904023884,0.6275722962429143,0.592281952667606,0.5747742757250504,0.599523347842799,0.4714239682818243,0.5421421658216483,0.3482285998794439,0.6277556227030459,0.6125395265121336,0.5836656090414267,0.6348136914181075,0.641963423363235,0.5917319732872115,0.6510380831397428,0.6578211621646073,0.6153810866441715,0.4567120354003823,0.20564644825033118,0.572482694973407,0.5191346950751485,0.32279205627434193,0.47696960924490994,0.19281359604112813,0.1263577542434695,0.40483064718317574,0.38750629670075154,0.41143039974790874,0.41225536881850033,0.41234703204856604,0.412713684968829,0.41583023479106407,0.41088042036751427,0.41418029664988076,0.42646316947868945,0.4039140148825183,0.34451624179992135,0.6251890522612051,0.36284888781306857,0.317567252160595,0.3556991558679412,0.338374805385517,0.35276593250583765,0.41647187740152414,0.3440579256495927,0.5718868821794448,0.46789494946840215,0.4837526752570157,0.43553782925519724,0.5634996984269649,0.4377377467767749,0.559283189843941,0.5714743994426839,0.36284886104587877,0.5411337006505792,0.6036480699780816,0.6701040349934159,0.685686784104591,0.6658875264103921,0.5952151760297095,0.486685911631878,0.1908886682097477,0.546083684714475,0.4740822152884199,0.5085934236175889,0.5358174029471126,0.5498418771471701,0.5514918152883534,0.5219762552071864
ESM1v_ensemble,0.486731741090633,0.5535084063497996,0.5438379336614939,0.5633163719668334,0.5907695076523138,0.6074063856284524,0.2813602702465121,0.5484669286961841,0.6686374233123641,0.7184105572380588,0.6793620212300553,0.8118153886750439,1.0,0.30885924530435005,0.33470827618288757,0.3598240012208993,0.4425042347401932,0.4958522346384516,0.5356340764869811,0.6250057258010737,0.6512214095998743,0.6524130315907288,0.6518630522103344,0.6470965642469162,0.6611210384469737,0.668362433622167,0.6514963992900715,0.6583711415450016,0.6205142275278527,0.6260140213317968,0.6463632584063903,0.5069893025932182,0.5801824062989288,0.38333561714210795,0.6590127841554618,0.6329804268167928,0.6188642893866694,0.6850451414941309,0.6837618562732106,0.6456299525658644,0.7028278081268837,0.7097025503818138,0.670745677603876,0.47935285322661914,0.20307987780849057,0.6113479045212791,0.5454420421040148,0.33699985693453105,0.5070351487064715,0.19143864759014217,0.1302992731362962,0.43636279832578895,0.42472156810744044,0.44048764367874704,0.4461707639428226,0.4467207433232171,0.44122094951927293,0.45222053712716126,0.43801273646697214,0.4382877261571694,0.4591869426121572,0.42462990487737473,0.35524083971761244,0.6653375470299976,0.3706402623686561,0.3343416232626246,0.3798065853752297,0.36284888781306857,0.3657821111751721,0.43902103199769527,0.3546908603372181,0.6300013702852647,0.49356065388680825,0.5325175148811754,0.46294513504485235,0.6041065093460859,0.4698198772997826,0.605114804876809,0.6305055196050179,0.3746734182211171,0.5842154347085551,0.6596543209594397,0.722168749670754,0.7337183166590366,0.7280351963949611,0.6147394440337113,0.508226770697326,0.1949218503326401,0.5857738633329387,0.5005728888887069,0.5306842620634313,0.5595581795341382,0.5765158770962994,0.5895320557656338,0.5576332517027578
ESM2_8M,0.40982629074239496,0.32288371950440764,0.28855583685596,0.27824372646239415,0.26857325261768117,0.27567715602055354,0.6008066297096377,0.2100462832934865,0.27916035876305156,0.291168241901663,0.31463402879849145,0.3017095133592226,0.30885924530435005,1.0,0.7817498492134825,0.7097025503818138,0.6184059732363407,0.48118611782793386,0.3723818637399051,0.32297538273447335,0.3125257745069795,0.24240340350669143,0.26256931412115336,0.2570695203172092,0.32306704596453917,0.2570695203172092,0.28053530721403763,0.263027630271482,0.26000274367931275,0.333516654192033,0.22443741041380716,0.16673538258318288,0.3987808739988371,0.29020577500407474,0.3521242898953775,0.24093679182563965,0.25092808390280485,0.4003391489099546,0.3260002693266427,0.3681653551568813,0.35276593250583765,0.3183922212311866,0.3193088535318439,0.6114395677513448,0.6439800144246811,0.4096887983766597,0.5635913616570305,0.31142581574619066,0.34763279162215643,0.1717310531260089,0.12067463397939393,0.4733030800422805,0.443604193500982,0.4625784821245894,0.4533204958879501,0.4684449288487965,0.4642284202657727,0.49429395972733414,0.4640450938056412,0.4624868188945237,0.4880608600828641,0.5215179390568577,0.5998900007630621,0.4508455886761752,0.4864109219416808,0.48531096318089195,0.46294513504485235,0.45377881203827874,0.41152206297797445,0.4452541316421653,0.3839314307281879,0.3418121737478864,0.4320546265126993,0.29510974302671344,0.5092350662280491,0.4336129014238168,0.4875108807024696,0.4268298223989524,0.35753242046925593,0.39373937087576494,0.43544595731260827,0.3921809324756381,0.298776289997119,0.2670608123943744,0.29914294291738197,0.24350336226748026,0.26742746531463735,0.26000274367931275,0.23626196709228708,0.4321004557419442,0.4400293275284184,0.41894678461329904,0.3948393551060104,0.36019065414116225,0.3216920975135531
ESM2_35M,0.40524312921985395,0.3297584617593379,0.29845546574464854,0.2895183037604797,0.2812227784198944,0.2860351010179818,0.5923736124727346,0.23928685368445635,0.29080158898140007,0.3098675408350732,0.33782482600512265,0.32288371950440764,0.33470827618288757,0.7817498492134825,1.0,0.7656171207219129,0.6542462961920436,0.5097850456084435,0.3886062554615404,0.35056601498426,0.33278334835150714,0.2719189635878584,0.28401850995653555,0.2752188398702249,0.3434162830391325,0.27989366460357745,0.2950180975644239,0.2870433965487048,0.2787937058427886,0.3466244960914333,0.2489114928413586,0.19010950693732054,0.416196887711327,0.29350565130030426,0.3662404273255008,0.2688940769956891,0.2804436439839718,0.41748017293224726,0.3500160356038655,0.38906457161186914,0.36523213179477776,0.3331500012717701,0.3326916851214414,0.6134561588127909,0.6031898770454285,0.4353545027950658,0.592281952667606,0.3060176851723122,0.36193225551241126,0.1874971286973155,0.1263577542434695,0.49530225525805716,0.46377010411544395,0.4905357672946389,0.4765112930945813,0.4913607363652306,0.4871442277822067,0.517576420164031,0.4890691556135871,0.4955772449482544,0.5136349012712045,0.547458633165461,0.6194142687670638,0.467253306857942,0.49841880508029224,0.4865025851717465,0.46551170548669296,0.45552041340952776,0.4143636231100123,0.456803698630448,0.3947476918759447,0.3521701187888291,0.4468124065532828,0.2919931931259213,0.5313259046738914,0.45377881203827874,0.5075851280868658,0.4449791419519681,0.3714652314392478,0.41023875298074874,0.45423692642300206,0.41830496116579696,0.3199504961423041,0.291168241901663,0.31555066109914875,0.2703606886767409,0.26761079177476876,0.25844446876819516,0.24936980899168737,0.45969108810764103,0.4598285852226174,0.450203946065715,0.41803015231264173,0.37522342387194296,0.33617488786393934
ESM2_150M,0.389935369734567,0.32856683976848333,0.2794811770413288,0.2746688604898305,0.28085612549809114,0.28832668176962517,0.5598331655259887,0.2688940769956891,0.314084049418097,0.3297584617593379,0.37109857851898487,0.3522159531254432,0.3598240012208993,0.7097025503818138,0.7656171207219129,1.0,0.6932948322000472,0.5426921452020428,0.4084971763858052,0.36752371254642113,0.3489160768430767,0.2986846267670533,0.30876758207428434,0.3010678707487625,0.3598240012208993,0.31234244804684796,0.3110591628259277,0.31784224185079213,0.29162655805199167,0.3583573895398475,0.27751042062186826,0.21055040784309587,0.4335212381937511,0.30322195372809124,0.37265685343010235,0.3000595752180394,0.2935514858833721,0.4202300698342194,0.37174022112944494,0.38668132763015994,0.36926531391767015,0.3482744342326165,0.3347999394129534,0.5917319732872115,0.5468169905550009,0.46294513504485235,0.5974150935512872,0.30638433809257515,0.3869563173203572,0.192538606350931,0.12809935561471852,0.5286676710019851,0.4865025851717465,0.5091434029979833,0.4946606126475971,0.5095100559182463,0.5115266469796924,0.5385672998490847,0.5107016779091009,0.5220679184372521,0.5354507500268496,0.58531554718261,0.6319721312860697,0.48943580853385005,0.4999770799914097,0.4698198772997826,0.4648700628762328,0.4508455886761752,0.4270131488590838,0.463403451195181,0.4105137674472513,0.3554699950850586,0.44873733438466323,0.2978596399980007,0.554425038650457,0.46606168486708743,0.5247261521091584,0.4548787707990676,0.36092395998168814,0.4301296747406458,0.47220292615781756,0.44562061221726124,0.34387459918946117,0.3117924686664536,0.3200421593723698,0.2974930047761988,0.2895183037604797,0.2528530117341853,0.25743617323747214,0.46189100563846075,0.4690865714592567,0.45643704571018506,0.44222924504999606,0.3978642416981798,0.3389247847659115
ESM2_650M,0.4279756103716573,0.40492231041324145,0.3812273628417391,0.37604839294253456,0.36161143152526365,0.371373568209182,0.486869233780609,0.2952014240245554,0.37485677095168,0.4029057193517952,0.46111187044353763,0.41427195987994647,0.4425042347401932,0.6184059732363407,0.6542462961920436,0.6932948322000472,1.0,0.667262474861378,0.5097850456084435,0.4063889220942932,0.3919977949739727,0.32884182945868046,0.3492827297633396,0.3364498775541366,0.423804935806783,0.3508410046744571,0.3604656438313595,0.3598240012208993,0.32609193255670843,0.4360878086355917,0.34699114901169625,0.2743480178449774,0.5160181452529136,0.3565699538504685,0.42334661965645437,0.3194005167619097,0.32865850299854904,0.4907190937547704,0.41399697018974935,0.4486456711545975,0.45625371925005365,0.41729684647211585,0.4184884684629704,0.5416838496713197,0.46056189106314327,0.5340758015758635,0.5365507087876384,0.34497455795025,0.45552041340952776,0.15898986414687155,0.13075758928662484,0.6349053546481732,0.598515052312076,0.6280306123932431,0.6166643718650917,0.6503964405292826,0.6137311485029882,0.6588294576953304,0.636005313408962,0.6298638769945577,0.6658875264103921,0.5878821176244506,0.563774688117162,0.5550666812609171,0.5021769975129874,0.42279664027606,0.449195650534992,0.43150464713230485,0.4053806265635701,0.47385305942267497,0.366515417015698,0.4532746619760837,0.4908107569848361,0.4012557661183995,0.7116274782131944,0.5886154234649765,0.6952197600314276,0.583573945811361,0.4584536367716313,0.4237132483664854,0.5582747310098164,0.5214261270480028,0.4318713000525678,0.388056276081146,0.4071222279348191,0.3326000218913757,0.3249003105658539,0.23204545850926317,0.30812593946382416,0.44209174786108363,0.46056189106314327,0.44479581549183667,0.445345794872231,0.4121637055884346,0.39181446851384116
ESM2_3B,0.4020349161540753,0.42820477084993835,0.41367614642132944,0.4136303172694864,0.4081763525942802,0.4219716712054683,0.38668132247696585,0.3334249909619673,0.4293047296107272,0.46111187044353763,0.47953617968675055,0.46514505256643,0.4958522346384516,0.48118611782793386,0.5097850456084435,0.5426921452020428,0.667262474861378,1.0,0.5952151760297095,0.4111554100577115,0.4326046058930937,0.37934826922490106,0.3952976712563392,0.39511434479620766,0.45542875017946205,0.40923048222633107,0.41665520386165567,0.39593931386679926,0.36853200807714426,0.4631284615049839,0.39098949944324957,0.31367154469958547,0.5559833135615745,0.33209587132009954,0.4581786470814341,0.3772400149333891,0.383564777807925,0.5032769562737762,0.4524038635872927,0.4656950319468245,0.5008020490620013,0.47880287384622466,0.4750446814135295,0.44085429659901,0.35349923834636354,0.45387047526834445,0.4349878498748029,0.30473439995139195,0.3960309770968651,0.11572481955584413,0.10124202920545788,0.5208762964463975,0.5019020078227903,0.5063018428659456,0.5020853342829217,0.5279343651614592,0.5066684957862084,0.5250928050294215,0.5146431968019275,0.5201429906058717,0.5365507087876384,0.49117740990509906,0.45469544433893616,0.5171181040137024,0.4369127777061833,0.3450662211803158,0.36954030360786727,0.36174892905227973,0.3523076163555089,0.4095054719165282,0.3209587916730272,0.4717906345271493,0.4369127777061833,0.3986891956118648,0.5497502139171044,0.5504835197576303,0.5459003582543436,0.547825286085724,0.46789494946840215,0.36193222870671304,0.4762361097717558,0.49401881273797654,0.4997020903012125,0.45038727252584654,0.4524955268173585,0.38347311457785915,0.35606580878820415,0.20848800838236903,0.35762408369932164,0.3929602563394441,0.41757183616231297,0.41491360249040665,0.42563820040809774,0.39988083275962594,0.391172825903381
ESM2_15B,0.3889270741996079,0.43801273646697214,0.43145881312878853,0.43627113509572313,0.4370502701862885,0.4548787707990676,0.30088453841455964,0.3615656025921483,0.4641367570357069,0.5013520284423958,0.503368619503842,0.49759383600970064,0.5356340764869811,0.3723818637399051,0.3886062554615404,0.4084971763858052,0.5097850456084435,0.5952151760297095,1.0,0.44048764367874704,0.46606168486708743,0.4094138086864625,0.4254548739479663,0.430404688371516,0.4774279253952387,0.4376460835467092,0.4395710113780896,0.4243549151871775,0.40483064718317574,0.45460378110887034,0.4336129014238168,0.34740361435575273,0.48952747176391587,0.2918557131521895,0.4674366333180734,0.40556395302370163,0.41656354063158996,0.509601719148312,0.4725697742017546,0.4740363858828064,0.5168431143235052,0.5062101796358798,0.49502726556786003,0.37339015927062824,0.24203675058642848,0.40556395302370163,0.3877812863909488,0.277968736772197,0.3499243723737998,0.11746642092709314,0.09519225602111925,0.43993766429835257,0.42637150624862363,0.43572115571532877,0.43709610416631484,0.4601035749128145,0.43315458527348816,0.4428708876604561,0.44048764367874704,0.4410376230591414,0.45891195292195996,0.4183968052329047,0.3755900767922059,0.4733030800422805,0.3499243723737998,0.2893349773003483,0.3165589566298719,0.317567252160595,0.32453365764559094,0.36954030360786727,0.2787937058427886,0.46445757609108373,0.39841422107857416,0.40043079702701334,0.46047022783307745,0.5062101796358798,0.45625371925005365,0.5009853755221328,0.4757779872540554,0.3040927281053535,0.41014689646154157,0.453320325936466,0.5334341589654035,0.4920940422057565,0.5008937122920671,0.4159218980211298,0.3798065853752297,0.17805581600054465,0.4027223928916638,0.3765525380887472,0.39502268156614195,0.3986892107687714,0.402997382581861,0.3971309358576539,0.38833126577134325
Wavenet,0.4871900572428871,0.4929190112763481,0.4568495279636656,0.46807827592853357,0.4893899747737068,0.506485169326077,0.28301020840155844,0.5247261521091584,0.6062147636375979,0.638480220620737,0.5621247499759787,0.5920986262074746,0.6250057258010737,0.32297538273447335,0.35056601498426,0.36752371254642113,0.4063889220942932,0.4111554100577115,0.44048764367874704,1.0,0.5974150935512872,0.6118062206716077,0.6172143512454862,0.6145561175735799,0.5866904956335961,0.620422564297787,0.6199642481474583,0.6257390316415996,0.5950318495695781,0.550575182987696,0.5842155884218212,0.4927815015152128,0.5181263995444254,0.3224712321227634,0.570741093602158,0.6068564062480579,0.5893487293055024,0.6063980900977293,0.641963423363235,0.594665196649315,0.5845822413420841,0.6079563650088469,0.5664329217890685,0.4515788945167011,0.2007882970568472,0.5330675060451404,0.5151015129522563,0.3040927573409318,0.43892936876762956,0.21756266815887693,0.1262660910134038,0.4087721660760023,0.40840551315573936,0.4138136437296178,0.41757183616231297,0.41913011107343057,0.41473027603027524,0.4225216505858628,0.42059672275448234,0.432512942663028,0.43379622788394834,0.39328108019489294,0.3648654788745148,0.5557083238713773,0.32123378136322445,0.32462532087565665,0.3641321730339889,0.35432420741695514,0.3521242898953775,0.39401438603541883,0.3591823586104391,0.5457628615009611,0.42279664027606,0.41491358774245934,0.42325495642638866,0.5220679184372521,0.4345295337244742,0.5264677534804074,0.5466336640948695,0.3742151020515343,0.5140013745204497,0.5617579608152656,0.5698244613015007,0.6091479869997014,0.5920069629774087,0.5697327980714348,0.47944451645668484,0.17943076445153072,0.48521929995082624,0.44933314306669836,0.4784362209259617,0.48531096318089195,0.48531096318089195,0.5051102208750909,0.47366973296254344
RITA_s,0.4127595141168212,0.4376460835467092,0.4231174591577639,0.43654612478592036,0.4572161808854689,0.4685365920788622,0.27714376162806054,0.5619414235158473,0.5653329630282795,0.5953068392597752,0.603739856425823,0.622164165669036,0.6512214095998743,0.3125257745069795,0.33278334835150714,0.3489160768430767,0.3919977949739727,0.4326046058930937,0.46606168486708743,0.5974150935512872,1.0,0.6878867016261687,0.683945182733342,0.6596544267659219,0.771850220366383,0.6872450590157085,0.6762454714078202,0.6896283029974177,0.6096979663800959,0.5431504613523714,0.5617580970557159,0.45987440095389753,0.5264677534804074,0.3815023525330915,0.7699252925350024,0.6560795607933583,0.5961318083303668,0.689169986847089,0.6516797257502029,0.5661579320988712,0.6314221519056753,0.6044731622663488,0.54296713489224,0.4617535130539978,0.18951371975876163,0.5602914853746641,0.5105183514489694,0.33388330711229597,0.49172738928549353,0.19895503245553248,0.12177459274018276,0.40327237227205814,0.39071450975305233,0.4038223516524526,0.40822218669560795,0.4052889633335044,0.41005545129692267,0.41399697018974935,0.4071222279348191,0.41482193926034094,0.4217883447453369,0.386314674709897,0.3389247847659115,0.565882942408674,0.3332416645018358,0.32609193255670843,0.3712819049791163,0.36944864037780156,0.3589990321503077,0.41583023479106407,0.37329849604056253,0.5454878718096087,0.45313716942781856,0.42334660512107347,0.4235299461165859,0.5026353136633162,0.4260965165584265,0.5007103858319356,0.5445254098033574,0.39126446356001743,0.4786193546345374,0.5828405102845166,0.6041065093460859,0.5986067155421417,0.5799990798387973,0.6479215333175077,0.5399422483000706,0.20537145856013406,0.46936156114945393,0.5441129233528463,0.5448920627236205,0.5564416297119031,0.569366145151172,0.5415921864412538,0.5125349425104155
RITA_m,0.3825106480680506,0.42728813854928105,0.4010266206191162,0.41894678461329904,0.44346669631784597,0.4573536780108425,0.2369036032910986,0.6445299938050755,0.5898070454558311,0.6251890522612051,0.555799987101443,0.6304138563749522,0.6524130315907288,0.24240340350669143,0.2719189635878584,0.2986846267670533,0.32884182945868046,0.37934826922490106,0.4094138086864625,0.6118062206716077,0.6878867016261687,1.0,0.7919244677507791,0.7590173681571799,0.6604793958365136,0.7731335055873032,0.7418763441348872,0.7752417598788152,0.7073193064001047,0.5389339527693475,0.6093313134598328,0.49846462194641494,0.5154681658725191,0.3142215413821896,0.6394885161514601,0.7699252925350024,0.687061732555577,0.6019982550545739,0.7132774163543776,0.5936569011185919,0.5861405162532016,0.6320637945161354,0.5468169905550009,0.38585635855956835,0.1427654724252363,0.5061185164058141,0.4559787295598564,0.28136027628462923,0.4283880973100699,0.18621384347639514,0.1138915549545294,0.35047435175419417,0.33938310091624013,0.3640405098039231,0.36019065414116225,0.353315911886232,0.3563407984784013,0.36266556135293715,0.3539575544966922,0.3631238775032658,0.3707319255987219,0.3513909840548516,0.29575140340494976,0.5415005232111882,0.3067509910128381,0.30262614565988,0.34433291533978994,0.3417663448979493,0.34433291533978994,0.3848480630288452,0.3638571833437917,0.5220220848141988,0.40253906643153226,0.39612262510533014,0.37009028298826174,0.460653554293209,0.3699069565281302,0.46303679827491806,0.5056602002554853,0.3413080010754834,0.43159610022657635,0.5188595558082679,0.5652412997982138,0.6152894234141058,0.5879737808545163,0.6776204198588063,0.5536000695798653,0.17576423524890128,0.49456894941753127,0.4804069781895264,0.5301342826830369,0.5645079939576879,0.572116042053144,0.586323842713333,0.542600481971977
RITA_l,0.3980017340142392,0.44232090828006176,0.4135844831908786,0.43150464713230485,0.45620788535050993,0.46697831716774474,0.2458865999130172,0.6199642481474583,0.6074980488585182,0.6365552927893565,0.5662495953289369,0.6267473271723227,0.6518630522103344,0.26256931412115336,0.28401850995653555,0.30876758207428434,0.3492827297633396,0.3952976712563392,0.4254548739479663,0.6172143512454862,0.683945182733342,0.7919244677507791,1.0,0.7871579797873609,0.6557129078730953,0.7750584334186836,0.7541592169636959,0.7821165021337454,0.7362848871008774,0.5421421658216483,0.6160227292546316,0.49846462194641494,0.5277510387013278,0.32668774072350115,0.6483798494678364,0.7594756843075086,0.7206104747596365,0.6189559526167352,0.7202438218393735,0.6233557876598905,0.5997066743029306,0.6368302824795538,0.562399739666176,0.3970392726275881,0.16073146551812056,0.5206929699862661,0.46386176734550977,0.28887666115001953,0.4473623859336773,0.18282230396396293,0.1138915549545294,0.3649571421045805,0.35285759573590336,0.37943993245496677,0.3697236300679988,0.3679820286967498,0.36669874347582954,0.37687336201312616,0.3714652314392478,0.3811815338262158,0.38420642041838504,0.36514046856471194,0.30152618689909116,0.5564416297119031,0.3144507023383599,0.3240753414952622,0.36184059228234544,0.3545991971071524,0.3558824823280726,0.39328108019489294,0.3787982898445067,0.5268802360280922,0.40758054408514777,0.4029973675335481,0.3853063791791739,0.47788624154556736,0.3886062554615404,0.4798111693769478,0.5212429493666605,0.34754110098181057,0.4437873143323441,0.5237177085120519,0.5750492654152476,0.6348136914181075,0.6034648667356257,0.6782620624692663,0.5601081589145326,0.1775058366201503,0.5034602827339076,0.47554882697563294,0.5221595816673179,0.5520417946687478,0.5698244613015007,0.5845822413420841,0.5601998221445983
RITA_xl,0.39314358280034567,0.4318713000525678,0.40826801582473105,0.4267381591688866,0.4513497341366165,0.46202850274419505,0.24047846929369887,0.5931985849682633,0.6039231828859544,0.6368302824795538,0.5633163719668334,0.6223474921291674,0.6470965642469162,0.2570695203172092,0.2752188398702249,0.3010678707487625,0.3364498775541366,0.39511434479620766,0.430404688371516,0.6145561175735799,0.6596544267659219,0.7590173681571799,0.7871579797873609,1.0,0.6382052309305397,0.7601173269179687,0.7454512101074509,0.7532425846630385,0.7473761379388314,0.5267427431706047,0.6070397327081895,0.48938996190304385,0.5226178978176466,0.30954671662919775,0.6279389491631773,0.7321600417479193,0.6996195950745829,0.5974150935512872,0.6977863304732681,0.606123100407532,0.5860488530231359,0.6261973477919283,0.5515834785184192,0.3839314307281879,0.15733992600568836,0.5048352311848938,0.4426875612003247,0.3001512384481051,0.42967138253099013,0.18300563042409446,0.11233328004341192,0.35423254418688943,0.3498327091437341,0.3712819049791163,0.3674320493163554,0.3655987847150407,0.36257389812287133,0.36944864037780156,0.36202391874247697,0.3724735269699708,0.37769833108371786,0.3555158294078097,0.3028094721200114,0.5476419596255925,0.3086759188442185,0.32132544459329015,0.3512993208247859,0.3448828947201843,0.35175763697511453,0.3897062142223292,0.3688069977673414,0.5180805659048134,0.40235573997140084,0.387322954797211,0.37916494276476964,0.47036985668017695,0.3853063791791739,0.47293642712201756,0.5218845919771207,0.3411246746076503,0.4329710491858735,0.5262842797517868,0.5684495128505146,0.6432467085841552,0.6049314784166775,0.6741372171163083,0.5711077465224209,0.1892387300685645,0.5140932174215331,0.4597827513380919,0.4989687844606866,0.5212429493666605,0.5411338702909252,0.5686328393106461,0.5496585506870386
Progen2_small,0.43585864819042786,0.463403451195181,0.44905815337534594,0.46221182920432646,0.47985699880682153,0.4914523995952963,0.2920848682543129,0.5411338702909252,0.575599244795642,0.6055731210271377,0.6019065918245082,0.623172461199759,0.6611210384469737,0.32306704596453917,0.3434162830391325,0.3598240012208993,0.423804935806783,0.45542875017946205,0.4774279253952387,0.5866904956335961,0.771850220366383,0.6604793958365136,0.6557129078730953,0.6382052309305397,1.0,0.6765204610980173,0.6612127016770395,0.6662541793306549,0.5945735334192493,0.5783491416976141,0.5613914441354528,0.4595077480228522,0.5648746468779509,0.4012099470800179,0.772858515897106,0.6282139388533745,0.5801824062989288,0.7170356087870727,0.6466382480965874,0.5824739870505722,0.6610293752169081,0.6191392790768666,0.5657912791786082,0.47687794601484423,0.21187954789480123,0.5795407636884686,0.526284427020276,0.36339886719346304,0.5151015129522563,0.18328062011429158,0.12754937623432405,0.43553782925519724,0.4261881797884922,0.4383793893872351,0.44369585673104783,0.445345794872231,0.44048764367874704,0.4485540079245318,0.43232961620289656,0.4440625096513108,0.45634538248011935,0.41573857156099825,0.36019065414116225,0.5877904543943848,0.35707410431892717,0.33452494972275615,0.36779870223661837,0.37916494276476964,0.3606489702914909,0.43975433783822115,0.35771574692938735,0.5862780093602236,0.48026948552727644,0.4645033964580052,0.4558870663297907,0.5393006056896106,0.4614785233638006,0.5388422895392818,0.5737659801943273,0.4044639692440044,0.514918007159981,0.6028231006510241,0.6233557876598905,0.5968651141708927,0.5920986262074746,0.6434300350442868,0.5202346538359375,0.213346159575853,0.4733030800422805,0.5587790402249776,0.5604748118347955,0.5838489355015583,0.5948485231094466,0.5597415059942696,0.5447087362634889
